image_id,quality,height,width,nmae,nrmse
820,70,1356,2040,0.0053824657,0.0068318867
820,80,1356,2040,0.004082948,0.005539341
820,95,1356,2040,0.0011121387,0.0016175054
821,1,1356,2040,0.15462779,0.17257138
821,10,1356,2040,0.059489954,0.067788936
821,20,1356,2040,0.04945091,0.062363636
821,30,1356,2040,0.027434545,0.032493733
821,40,1356,2040,0.025105879,0.029876025
821,50,1356,2040,0.020379232,0.023781182
821,60,1356,2040,0.016866164,0.019963976
821,70,1356,2040,0.01210409,0.015029395
821,80,1356,2040,0.009707471,0.012147699
821,95,1356,2040,0.004308225,0.0048853373
822,1,1596,2040,0.02854842,0.043082763
822,10,1596,2040,0.01255155,0.017638624
822,20,1596,2040,0.010971123,0.013987526
822,30,1596,2040,0.008632582,0.010826194
822,40,1596,2040,0.008561263,0.010260182
822,50,1596,2040,0.0066391933,0.008263282
822,60,1596,2040,0.0057165697,0.0070035625
822,70,1596,2040,0.0048749745,0.006068405
822,80,1596,2040,0.003144342,0.0040735807
822,95,1596,2040,0.0012946539,0.0018202397
823,1,1284,2040,0.013642113,0.026803788
823,10,1284,2040,0.0073534152,0.011515741
823,20,1284,2040,0.013109625,0.018070111
823,30,1284,2040,0.0059587862,0.0084368205
823,40,1284,2040,0.0053276336,0.007708107
823,50,1284,2040,0.0046209563,0.006376201
823,60,1284,2040,0.003947472,0.00549666
823,70,1284,2040,0.0034213073,0.005432578
823,80,1284,2040,0.0028768498,0.004537348
823,95,1284,2040,0.0010296734,0.0016250408
824,1,1356,2040,0.0224491,0.0501556
824,10,1356,2040,0.012842932,0.023791526
824,20,1356,2040,0.007666528,0.014839155
824,30,1356,2040,0.0062308856,0.011747356
824,40,1356,2040,0.006835424,0.011270936
824,50,1356,2040,0.0068632048,0.010808163
824,60,1356,2040,0.0067119785,0.010209845
824,70,1356,2040,0.005548632,0.010044774
824,80,1356,2040,0.0045544854,0.009278081
824,95,1356,2040,0.0013542533,0.0029043416
825,1,1356,2040,0.09438044,0.10009996
825,10,1356,2040,0.04323866,0.045199983
825,20,1356,2040,0.04866479,0.049965512
825,30,1356,2040,0.026400233,0.02733718
825,40,1356,2040,0.02436866,0.025046902
825,50,1356,2040,0.022305258,0.022840597
825,60,1356,2040,0.020416323,0.0208567
825,70,1356,2040,0.015958909,0.016355012
825,80,1356,2040,0.0073385965,0.00771291
825,95,1356,2040,0.002209595,0.0024235062
826,1,1536,2040,0.012385895,0.026695361
826,10,1536,2040,0.008395579,0.013409004
826,20,1536,2040,0.0040822984,0.008215274
826,30,1536,2040,0.0040272763,0.006857353
826,40,1536,2040,0.002897077,0.005633371
826,50,1536,2040,0.0028268695,0.0049603446
826,60,1536,2040,0.002507972,0.0045332434
826,70,1536,2040,0.0024865346,0.0041916408
826,80,1536,2040,0.0014966559,0.0030377146
826,95,1536,2040,0.0006895282,0.0015452607
827,1,1536,2040,0.306892,0.35314822
827,10,1536,2040,0.071175076,0.095124274
827,20,1536,2040,0.054204095,0.06514062
827,30,1536,2040,0.04175173,0.050961696
827,40,1536,2040,0.039165154,0.047796484
827,50,1536,2040,0.03562945,0.0441259
827,60,1536,2040,0.024393743,0.031164696
827,70,1536,2040,0.014922495,0.018749278
827,80,1536,2040,0.02110599,0.02720276
827,95,1536,2040,0.012253422,0.014206016
828,1,1356,2040,0.05109981,0.0862236
828,10,1356,2040,0.022360554,0.05450395
828,20,1356,2040,0.007938988,0.022302974
828,30,1356,2040,0.0053113275,0.017001629
828,40,1356,2040,0.004544047,0.016040571
828,50,1356,2040,0.003934919,0.014251728
828,60,1356,2040,0.0048412886,0.015908508
828,70,1356,2040,0.0035059375,0.012494317
828,80,1356,2040,0.0029488099,0.011914918
828,95,1356,2040,0.001377413,0.0047448566
829,1,1356,2040,0.044269066,0.07238807
829,10,1356,2040,0.010570761,0.015814733
829,20,1356,2040,0.009407174,0.014202824
829,30,1356,2040,0.008976136,0.013270003
829,40,1356,2040,0.007529658,0.010596982
829,50,1356,2040,0.0071233828,0.009622876
829,60,1356,2040,0.004622192,0.0069610258
829,70,1356,2040,0.0027906648,0.005123174
829,80,1356,2040,0.0023330546,0.004072578
829,95,1356,2040,0.0011788064,0.0019327189
830,1,816,2040,0.03348169,0.054166116
830,10,816,2040,0.007528489,0.011086906
830,20,816,2040,0.004673385,0.0075960625
830,30,816,2040,0.0034035556,0.005670384
830,40,816,2040,0.0035879025,0.005627304
830,50,816,2040,0.0035101627,0.0054649883
830,60,816,2040,0.0030922515,0.005029847
830,70,816,2040,0.0025780872,0.0042555137
830,80,816,2040,0.0022499477,0.003583837
830,95,816,2040,0.0005816793,0.0015500446
831,1,1356,2040,0.0416774,0.0673291
831,10,1356,2040,0.013037485,0.022858106
831,20,1356,2040,0.013656576,0.017544845
831,30,1356,2040,0.011240445,0.016210748
831,40,1356,2040,0.010399971,0.014826301
831,50,1356,2040,0.009700277,0.013236605
831,60,1356,2040,0.009280055,0.011953081
831,70,1356,2040,0.008670512,0.011545823
831,80,1356,2040,0.005176701,0.007343227
